filename,img_size,target,xmin,ymin,xmax,ymax,boxes,scores,original_filename,original_size
26dc41664_8344_16525.tiff,"(596, 661)",1,322.53,80.05,483.77,219.07,"[322.53, 80.05, 483.77, 219.07]",0.973,26dc41664,"(38160, 42360)"
26dc41664_8344_17847.tiff,"(596, 661)",0,131.5812,480.7018,326.1704,596.0,"[131.5812, 480.7018, 326.1704, 596.0]",0.9983,26dc41664,"(38160, 42360)"
26dc41664_8344_17847.tiff,"(596, 661)",1,539.4415,75.5189,658.7244,254.8513,"[539.4415, 75.5189, 658.7244, 254.8513]",0.9897,26dc41664,"(38160, 42360)"
26dc41664_8344_17847.tiff,"(596, 661)",2,410.1196,495.0313,536.4583,595.4358,"[410.1196, 495.0313, 536.4583, 595.4358]",0.9009,26dc41664,"(38160, 42360)"
26dc41664_8344_18508.tiff,"(596, 661)",0,1.4285,54.8908,107.3184,245.4419,"[1.4285, 54.8908, 107.3184, 245.4419]",0.9902,26dc41664,"(38160, 42360)"
26dc41664_8940_13220.tiff,"(596, 661)",0,2.6932,146.24,118.5,285.44,"[2.6932, 146.24, 118.5, 285.44]",0.9091,26dc41664,"(38160, 42360)"
26dc41664_8940_13881.tiff,"(596, 661)",0,244.66,414.94,476.7,571.53,"[244.66, 414.94, 476.7, 571.53]",0.991,26dc41664,"(38160, 42360)"
26dc41664_8940_14542.tiff,"(596, 661)",0,155.82,193.07,438.69,387.8,"[155.82, 193.07, 438.69, 387.8]",0.995,26dc41664,"(38160, 42360)"
26dc41664_8940_14542.tiff,"(596, 661)",1,441.37,476.54,657.74,593.7,"[441.37, 476.54, 657.74, 593.7]",0.9663,26dc41664,"(38160, 42360)"
26dc41664_8940_15203.tiff,"(596, 661)",0,149.0775,2.478,376.1465,177.841,"[149.0775, 2.478, 376.1465, 177.841]",0.9917,26dc41664,"(38160, 42360)"
26dc41664_8940_15203.tiff,"(596, 661)",1,328.4222,112.3215,586.4995,310.5377,"[328.4222, 112.3215, 586.4995, 310.5377]",0.9854,26dc41664,"(38160, 42360)"
26dc41664_8940_15864.tiff,"(596, 661)",0,393.3929,2.5113,612.2376,126.8766,"[393.3929, 2.5113, 612.2376, 126.8766]",0.992,26dc41664,"(38160, 42360)"
26dc41664_8940_17847.tiff,"(596, 661)",0,356.3,1.4028,547.19,93.439,"[356.3, 1.4028, 547.19, 93.439]",0.99,26dc41664,"(38160, 42360)"
26dc41664_8940_17847.tiff,"(596, 661)",1,123.93,0.088515,312.52,76.528,"[123.93, 0.088515, 312.52, 76.528]",0.9782,26dc41664,"(38160, 42360)"
26dc41664_8940_18508.tiff,"(596, 661)",0,248.5,340.35,457.78,553.57,"[248.5, 340.35, 457.78, 553.57]",0.992,26dc41664,"(38160, 42360)"
26dc41664_8940_3305.tiff,"(596, 661)",0,520.5,480.41,661.0,593.82,"[520.5, 480.41, 661.0, 593.82]",0.9119,26dc41664,"(38160, 42360)"
26dc41664_9536_13881.tiff,"(596, 661)",0,0.43212,202.75,146.34,384.19,"[0.43212, 202.75, 146.34, 384.19]",0.9936,26dc41664,"(38160, 42360)"
26dc41664_9536_13881.tiff,"(596, 661)",1,549.79,120.56,660.79,332.54,"[549.79, 120.56, 660.79, 332.54]",0.9898,26dc41664,"(38160, 42360)"
26dc41664_9536_14542.tiff,"(596, 661)",0,0.0,118.5709,107.035,333.5949,"[0.0, 118.5709, 107.035, 333.5949]",0.9959,26dc41664,"(38160, 42360)"
26dc41664_9536_14542.tiff,"(596, 661)",1,444.3775,1.2524,640.4263,59.7795,"[444.3775, 1.2524, 640.4263, 59.7795]",0.9954,26dc41664,"(38160, 42360)"
26dc41664_9536_17847.tiff,"(596, 661)",0,473.6748,285.9626,661.0,487.2867,"[473.6748, 285.9626, 661.0, 487.2867]",0.9947,26dc41664,"(38160, 42360)"
26dc41664_9536_18508.tiff,"(596, 661)",0,79.3191,365.5632,296.6859,578.141,"[79.3191, 365.5632, 296.6859, 578.141]",0.9955,26dc41664,"(38160, 42360)"
26dc41664_9536_18508.tiff,"(596, 661)",1,261.7434,64.378,501.0375,288.8704,"[261.7434, 64.378, 501.0375, 288.8704]",0.9911,26dc41664,"(38160, 42360)"
afa5e8098_0_11628.tiff,"(575, 684)",0,357.4567,446.9197,550.1587,568.8533,"[357.4567, 446.9197, 550.1587, 568.8533]",0.9705,afa5e8098,"(36800, 43780)"
afa5e8098_0_12996.tiff,"(575, 684)",0,205.6571,437.5743,358.2513,566.5471,"[205.6571, 437.5743, 358.2513, 566.5471]",0.9478,afa5e8098,"(36800, 43780)"
afa5e8098_0_12996.tiff,"(575, 684)",1,3.1389,489.334,165.6563,571.4888,"[3.1389, 489.334, 165.6563, 571.4888]",0.9053,afa5e8098,"(36800, 43780)"
afa5e8098_0_13680.tiff,"(575, 684)",0,301.1613,454.0634,481.167,573.1639,"[301.1613, 454.0634, 481.167, 573.1639]",0.9909,afa5e8098,"(36800, 43780)"
afa5e8098_0_13680.tiff,"(575, 684)",1,478.5129,388.7587,678.3945,571.9148,"[478.5129, 388.7587, 678.3945, 571.9148]",0.9559,afa5e8098,"(36800, 43780)"
afa5e8098_10350_19836.tiff,"(575, 684)",0,499.87,101.74,679.86,273.63,"[499.87, 101.74, 679.86, 273.63]",0.9454,afa5e8098,"(36800, 43780)"
afa5e8098_10925_18468.tiff,"(575, 684)",0,558.96,90.673,680.62,297.79,"[558.96, 90.673, 680.62, 297.79]",0.9859,afa5e8098,"(36800, 43780)"
afa5e8098_10925_19152.tiff,"(575, 684)",0,438.66,15.088,656.38,268.25,"[438.66, 15.088, 656.38, 268.25]",0.9869,afa5e8098,"(36800, 43780)"
afa5e8098_10925_19836.tiff,"(575, 684)",0,245.4563,453.6023,403.8006,572.371,"[245.4563, 453.6023, 403.8006, 572.371]",0.9659,afa5e8098,"(36800, 43780)"
afa5e8098_11500_18468.tiff,"(575, 684)",0,428.9457,73.1741,650.3346,348.1191,"[428.9457, 73.1741, 650.3346, 348.1191]",0.9917,afa5e8098,"(36800, 43780)"
afa5e8098_11500_19836.tiff,"(575, 684)",0,262.59,462.95,433.21,573.23,"[262.59, 462.95, 433.21, 573.23]",0.9661,afa5e8098,"(36800, 43780)"
afa5e8098_1150_10944.tiff,"(575, 684)",0,577.7338,208.8206,684.0,421.9779,"[577.7338, 208.8206, 684.0, 421.9779]",0.9187,afa5e8098,"(36800, 43780)"
afa5e8098_1150_11628.tiff,"(575, 684)",0,243.2363,244.5975,436.6684,397.8772,"[243.2363, 244.5975, 436.6684, 397.8772]",0.9505,afa5e8098,"(36800, 43780)"
afa5e8098_1150_12312.tiff,"(575, 684)",0,146.4843,321.6628,413.8891,530.1119,"[146.4843, 321.6628, 413.8891, 530.1119]",0.9635,afa5e8098,"(36800, 43780)"
afa5e8098_1150_1368.tiff,"(575, 684)",0,454.2318,277.0159,647.2753,466.9857,"[454.2318, 277.0159, 647.2753, 466.9857]",0.9557,afa5e8098,"(36800, 43780)"
afa5e8098_1150_1368.tiff,"(575, 684)",1,593.6886,0.0,684.0,145.0555,"[593.6886, 0.0, 684.0, 145.0555]",0.9011,afa5e8098,"(36800, 43780)"
afa5e8098_1150_14364.tiff,"(575, 684)",0,467.1295,144.5662,638.7817,297.432,"[467.1295, 144.5662, 638.7817, 297.432]",0.951,afa5e8098,"(36800, 43780)"
afa5e8098_1150_16416.tiff,"(575, 684)",0,349.8259,173.3921,561.9537,345.0041,"[349.8259, 173.3921, 561.9537, 345.0041]",0.972,afa5e8098,"(36800, 43780)"
afa5e8098_1150_18468.tiff,"(575, 684)",0,84.564,198.5116,327.8844,407.7842,"[84.564, 198.5116, 327.8844, 407.7842]",0.9861,afa5e8098,"(36800, 43780)"
afa5e8098_1150_3420.tiff,"(575, 684)",0,177.0981,379.782,370.6034,571.5902,"[177.0981, 379.782, 370.6034, 571.5902]",0.9795,afa5e8098,"(36800, 43780)"
afa5e8098_1150_4104.tiff,"(575, 684)",0,418.25,0.5453,592.74,119.28,"[418.25, 0.5453, 592.74, 119.28]",0.9504,afa5e8098,"(36800, 43780)"
afa5e8098_1150_7524.tiff,"(575, 684)",0,393.5181,326.8963,667.2254,538.0914,"[393.5181, 326.8963, 667.2254, 538.0914]",0.9676,afa5e8098,"(36800, 43780)"
afa5e8098_1150_8208.tiff,"(575, 684)",0,301.5802,317.8446,473.2638,483.0587,"[301.5802, 317.8446, 473.2638, 483.0587]",0.9582,afa5e8098,"(36800, 43780)"
afa5e8098_1150_8208.tiff,"(575, 684)",1,119.6574,350.5314,299.9203,556.4384,"[119.6574, 350.5314, 299.9203, 556.4384]",0.9432,afa5e8098,"(36800, 43780)"
afa5e8098_1150_9576.tiff,"(575, 684)",0,6.7179,45.1536,208.0098,274.4198,"[6.7179, 45.1536, 208.0098, 274.4198]",0.9343,afa5e8098,"(36800, 43780)"
afa5e8098_12650_18468.tiff,"(575, 684)",0,545.3305,9.1281,680.1417,140.7176,"[545.3305, 9.1281, 680.1417, 140.7176]",0.9163,afa5e8098,"(36800, 43780)"
afa5e8098_12650_19152.tiff,"(575, 684)",0,472.8331,339.5152,606.4298,472.7556,"[472.8331, 339.5152, 606.4298, 472.7556]",0.9248,afa5e8098,"(36800, 43780)"
afa5e8098_13225_17784.tiff,"(575, 684)",0,410.51,162.26,594.46,350.11,"[410.51, 162.26, 594.46, 350.11]",0.9921,afa5e8098,"(36800, 43780)"
afa5e8098_13800_19152.tiff,"(575, 684)",0,6.6112,177.88,117.38,342.29,"[6.6112, 177.88, 117.38, 342.29]",0.9888,afa5e8098,"(36800, 43780)"
afa5e8098_14375_17784.tiff,"(575, 684)",0,300.6102,457.7369,533.4811,575.0,"[300.6102, 457.7369, 533.4811, 575.0]",0.9789,afa5e8098,"(36800, 43780)"
afa5e8098_14375_19836.tiff,"(575, 684)",0,128.91,165.06,316.29,347.88,"[128.91, 165.06, 316.29, 347.88]",0.9187,afa5e8098,"(36800, 43780)"
afa5e8098_14375_5472.tiff,"(575, 684)",0,425.16,0.0,561.39,47.815,"[425.16, 0.0, 561.39, 47.815]",0.9469,afa5e8098,"(36800, 43780)"
afa5e8098_14375_6156.tiff,"(575, 684)",0,648.06,447.77,684.0,566.08,"[648.06, 447.77, 684.0, 566.08]",0.9248,afa5e8098,"(36800, 43780)"
afa5e8098_14950_17784.tiff,"(575, 684)",0,319.7825,0.0,491.7784,103.3243,"[319.7825, 0.0, 491.7784, 103.3243]",0.9255,afa5e8098,"(36800, 43780)"
afa5e8098_15525_19836.tiff,"(575, 684)",0,0.42212,25.174,195.1,235.41,"[0.42212, 25.174, 195.1, 235.41]",0.9456,afa5e8098,"(36800, 43780)"
afa5e8098_15525_19836.tiff,"(575, 684)",1,592.67,0.47368,680.28,176.58,"[592.67, 0.47368, 680.28, 176.58]",0.9355,afa5e8098,"(36800, 43780)"
afa5e8098_15525_6156.tiff,"(575, 684)",0,480.75,268.05,623.89,392.95,"[480.75, 268.05, 623.89, 392.95]",0.9055,afa5e8098,"(36800, 43780)"
afa5e8098_15525_7524.tiff,"(575, 684)",0,0.0,511.5152,94.7903,575.0,"[0.0, 511.5152, 94.7903, 575.0]",0.9187,afa5e8098,"(36800, 43780)"
afa5e8098_16100_6840.tiff,"(575, 684)",0,531.5716,0.0,684.0,108.4701,"[531.5716, 0.0, 684.0, 108.4701]",0.9818,afa5e8098,"(36800, 43780)"
afa5e8098_1725_10260.tiff,"(575, 684)",0,423.94,333.36,577.24,470.85,"[423.94, 333.36, 577.24, 470.85]",0.9638,afa5e8098,"(36800, 43780)"
afa5e8098_1725_10260.tiff,"(575, 684)",1,150.67,343.29,341.19,525.28,"[150.67, 343.29, 341.19, 525.28]",0.9635,afa5e8098,"(36800, 43780)"
afa5e8098_1725_11628.tiff,"(575, 684)",0,3.4558,39.5361,135.6089,242.5762,"[3.4558, 39.5361, 135.6089, 242.5762]",0.9701,afa5e8098,"(36800, 43780)"
afa5e8098_1725_12312.tiff,"(575, 684)",0,616.7893,371.3519,684.0,558.2739,"[616.7893, 371.3519, 684.0, 558.2739]",0.9917,afa5e8098,"(36800, 43780)"
afa5e8098_1725_12996.tiff,"(575, 684)",0,498.4579,184.0804,684.0,408.3998,"[498.4579, 184.0804, 684.0, 408.3998]",0.9931,afa5e8098,"(36800, 43780)"
afa5e8098_1725_12996.tiff,"(575, 684)",1,300.2912,256.2433,462.9193,455.9205,"[300.2912, 256.2433, 462.9193, 455.9205]",0.9875,afa5e8098,"(36800, 43780)"
afa5e8098_1725_12996.tiff,"(575, 684)",2,1.6248,370.3202,138.1642,557.2023,"[1.6248, 370.3202, 138.1642, 557.2023]",0.9674,afa5e8098,"(36800, 43780)"
afa5e8098_1725_14364.tiff,"(575, 684)",0,482.0871,408.5615,660.3209,573.805,"[482.0871, 408.5615, 660.3209, 573.805]",0.9478,afa5e8098,"(36800, 43780)"
afa5e8098_1725_17784.tiff,"(575, 684)",0,469.4402,236.2602,671.1384,432.9276,"[469.4402, 236.2602, 671.1384, 432.9276]",0.9904,afa5e8098,"(36800, 43780)"
afa5e8098_1725_18468.tiff,"(575, 684)",0,2.5521,419.97,125.86,548.17,"[2.5521, 419.97, 125.86, 548.17]",0.9518,afa5e8098,"(36800, 43780)"
afa5e8098_1725_19836.tiff,"(575, 684)",0,557.3848,252.0813,682.0793,433.8113,"[557.3848, 252.0813, 682.0793, 433.8113]",0.9534,afa5e8098,"(36800, 43780)"
afa5e8098_1725_2052.tiff,"(575, 684)",0,247.8313,14.9038,430.4541,207.4647,"[247.8313, 14.9038, 430.4541, 207.4647]",0.9254,afa5e8098,"(36800, 43780)"
afa5e8098_1725_20520.tiff,"(575, 684)",0,30.657,31.299,236.54,280.8,"[30.657, 31.299, 236.54, 280.8]",0.9641,afa5e8098,"(36800, 43780)"
afa5e8098_1725_3420.tiff,"(575, 684)",0,4.0372,8.6377,90.639,192.25,"[4.0372, 8.6377, 90.639, 192.25]",0.9853,afa5e8098,"(36800, 43780)"
afa5e8098_1725_4788.tiff,"(575, 684)",0,444.9355,243.2809,570.2908,378.5632,"[444.9355, 243.2809, 570.2908, 378.5632]",0.9734,afa5e8098,"(36800, 43780)"
afa5e8098_1725_8208.tiff,"(575, 684)",0,462.5901,291.45,671.5554,499.9255,"[462.5901, 291.45, 671.5554, 499.9255]",0.9392,afa5e8098,"(36800, 43780)"
afa5e8098_1725_8208.tiff,"(575, 684)",1,2.5979,19.249,121.5728,192.2362,"[2.5979, 19.249, 121.5728, 192.2362]",0.9346,afa5e8098,"(36800, 43780)"
afa5e8098_1725_9576.tiff,"(575, 684)",0,1.9648,159.0534,252.5646,379.8434,"[1.9648, 159.0534, 252.5646, 379.8434]",0.9758,afa5e8098,"(36800, 43780)"
afa5e8098_2300_11628.tiff,"(575, 684)",0,72.5513,16.3279,298.7722,235.8536,"[72.5513, 16.3279, 298.7722, 235.8536]",0.9805,afa5e8098,"(36800, 43780)"
afa5e8098_2300_11628.tiff,"(575, 684)",1,274.2525,400.3,471.9265,563.4995,"[274.2525, 400.3, 471.9265, 563.4995]",0.9799,afa5e8098,"(36800, 43780)"
afa5e8098_2300_1368.tiff,"(575, 684)",0,384.1222,363.0307,602.8384,564.4208,"[384.1222, 363.0307, 602.8384, 564.4208]",0.9093,afa5e8098,"(36800, 43780)"
afa5e8098_2300_15732.tiff,"(575, 684)",0,51.7555,159.5294,250.7643,346.6244,"[51.7555, 159.5294, 250.7643, 346.6244]",0.9349,afa5e8098,"(36800, 43780)"
afa5e8098_2300_2052.tiff,"(575, 684)",0,2.3907,150.681,94.7748,321.0008,"[2.3907, 150.681, 94.7748, 321.0008]",0.9921,afa5e8098,"(36800, 43780)"
afa5e8098_2300_4788.tiff,"(575, 684)",0,131.291,148.3691,350.7676,365.3648,"[131.291, 148.3691, 350.7676, 365.3648]",0.9573,afa5e8098,"(36800, 43780)"
afa5e8098_2300_6156.tiff,"(575, 684)",0,202.4742,115.6401,377.3169,347.1137,"[202.4742, 115.6401, 377.3169, 347.1137]",0.9816,afa5e8098,"(36800, 43780)"
afa5e8098_2300_6156.tiff,"(575, 684)",1,4.0292,37.4647,86.8205,221.9733,"[4.0292, 37.4647, 86.8205, 221.9733]",0.9237,afa5e8098,"(36800, 43780)"
afa5e8098_2875_12996.tiff,"(575, 684)",0,209.32,143.2,389.89,330.12,"[209.32, 143.2, 389.89, 330.12]",0.9798,afa5e8098,"(36800, 43780)"
afa5e8098_2875_12996.tiff,"(575, 684)",1,0.064625,389.86,139.69,572.29,"[0.064625, 389.86, 139.69, 572.29]",0.9788,afa5e8098,"(36800, 43780)"
afa5e8098_2875_13680.tiff,"(575, 684)",0,220.5401,291.3289,416.2678,536.3907,"[220.5401, 291.3289, 416.2678, 536.3907]",0.9665,afa5e8098,"(36800, 43780)"
afa5e8098_2875_16416.tiff,"(575, 684)",0,20.8631,404.5218,198.9124,573.6953,"[20.8631, 404.5218, 198.9124, 573.6953]",0.9893,afa5e8098,"(36800, 43780)"
afa5e8098_2875_16416.tiff,"(575, 684)",1,98.5352,0.0,312.2861,188.8935,"[98.5352, 0.0, 312.2861, 188.8935]",0.9784,afa5e8098,"(36800, 43780)"
afa5e8098_2875_17784.tiff,"(575, 684)",0,87.616,436.5,347.54,575.0,"[87.616, 436.5, 347.54, 575.0]",0.9847,afa5e8098,"(36800, 43780)"
afa5e8098_2875_19836.tiff,"(575, 684)",0,464.9826,381.7619,677.7001,573.0334,"[464.9826, 381.7619, 677.7001, 573.0334]",0.9092,afa5e8098,"(36800, 43780)"
afa5e8098_2875_2052.tiff,"(575, 684)",0,379.6483,209.5889,558.5268,395.9516,"[379.6483, 209.5889, 558.5268, 395.9516]",0.9286,afa5e8098,"(36800, 43780)"
afa5e8098_2875_3420.tiff,"(575, 684)",0,1.979,21.1248,127.7681,230.8046,"[1.979, 21.1248, 127.7681, 230.8046]",0.9872,afa5e8098,"(36800, 43780)"
afa5e8098_2875_3420.tiff,"(575, 684)",1,256.6271,164.1268,433.2642,310.0507,"[256.6271, 164.1268, 433.2642, 310.0507]",0.9488,afa5e8098,"(36800, 43780)"
afa5e8098_2875_4788.tiff,"(575, 684)",0,302.53,336.89,477.76,517.75,"[302.53, 336.89, 477.76, 517.75]",0.9805,afa5e8098,"(36800, 43780)"
afa5e8098_2875_8892.tiff,"(575, 684)",0,482.4,335.46,639.27,496.06,"[482.4, 335.46, 639.27, 496.06]",0.9535,afa5e8098,"(36800, 43780)"
afa5e8098_3450_10944.tiff,"(575, 684)",0,503.8865,486.4537,679.0279,573.6421,"[503.8865, 486.4537, 679.0279, 573.6421]",0.9416,afa5e8098,"(36800, 43780)"
afa5e8098_3450_11628.tiff,"(575, 684)",0,450.18,0.0,614.95,60.183,"[450.18, 0.0, 614.95, 60.183]",0.9673,afa5e8098,"(36800, 43780)"
afa5e8098_3450_11628.tiff,"(575, 684)",1,120.82,44.735,336.75,274.29,"[120.82, 44.735, 336.75, 274.29]",0.9279,afa5e8098,"(36800, 43780)"
afa5e8098_3450_12996.tiff,"(575, 684)",0,268.1512,2.5043,500.6454,200.9215,"[268.1512, 2.5043, 500.6454, 200.9215]",0.993,afa5e8098,"(36800, 43780)"
afa5e8098_3450_15048.tiff,"(575, 684)",0,486.9284,195.1378,635.2419,351.0964,"[486.9284, 195.1378, 635.2419, 351.0964]",0.9246,afa5e8098,"(36800, 43780)"
afa5e8098_3450_15732.tiff,"(575, 684)",0,52.614,490.46,249.78,574.22,"[52.614, 490.46, 249.78, 574.22]",0.9731,afa5e8098,"(36800, 43780)"
afa5e8098_3450_15732.tiff,"(575, 684)",1,209.13,0.0,360.21,35.52,"[209.13, 0.0, 360.21, 35.52]",0.9235,afa5e8098,"(36800, 43780)"
afa5e8098_3450_18468.tiff,"(575, 684)",0,538.561,47.6733,679.7535,276.4389,"[538.561, 47.6733, 679.7535, 276.4389]",0.9902,afa5e8098,"(36800, 43780)"
afa5e8098_3450_3420.tiff,"(575, 684)",0,419.9244,44.6098,627.7044,258.8554,"[419.9244, 44.6098, 627.7044, 258.8554]",0.984,afa5e8098,"(36800, 43780)"
afa5e8098_3450_3420.tiff,"(575, 684)",1,487.5006,469.0631,673.0851,573.9198,"[487.5006, 469.0631, 673.0851, 573.9198]",0.9813,afa5e8098,"(36800, 43780)"
afa5e8098_3450_4788.tiff,"(575, 684)",0,334.2163,218.6179,481.6029,338.0952,"[334.2163, 218.6179, 481.6029, 338.0952]",0.9789,afa5e8098,"(36800, 43780)"
afa5e8098_3450_5472.tiff,"(575, 684)",0,306.5956,76.3636,493.7553,312.2932,"[306.5956, 76.3636, 493.7553, 312.2932]",0.9879,afa5e8098,"(36800, 43780)"
afa5e8098_3450_6840.tiff,"(575, 684)",0,284.31,394.39,442.63,570.48,"[284.31, 394.39, 442.63, 570.48]",0.9507,afa5e8098,"(36800, 43780)"
afa5e8098_3450_6840.tiff,"(575, 684)",1,441.4,72.78,621.09,263.63,"[441.4, 72.78, 621.09, 263.63]",0.9214,afa5e8098,"(36800, 43780)"
afa5e8098_3450_8892.tiff,"(575, 684)",0,3.7396,116.3908,133.2156,363.0125,"[3.7396, 116.3908, 133.2156, 363.0125]",0.9743,afa5e8098,"(36800, 43780)"
afa5e8098_3450_8892.tiff,"(575, 684)",1,239.7603,0.0,448.739,173.1166,"[239.7603, 0.0, 448.739, 173.1166]",0.9683,afa5e8098,"(36800, 43780)"
afa5e8098_4025_10944.tiff,"(575, 684)",0,217.9303,203.8949,381.832,352.2999,"[217.9303, 203.8949, 381.832, 352.2999]",0.9242,afa5e8098,"(36800, 43780)"
afa5e8098_4025_10944.tiff,"(575, 684)",1,462.6548,0.0,677.9093,115.4052,"[462.6548, 0.0, 677.9093, 115.4052]",0.9081,afa5e8098,"(36800, 43780)"
afa5e8098_4025_11628.tiff,"(575, 684)",0,0.0,56.5943,291.7601,240.1462,"[0.0, 56.5943, 291.7601, 240.1462]",0.9807,afa5e8098,"(36800, 43780)"
afa5e8098_4025_11628.tiff,"(575, 684)",1,5.306,384.3476,170.5045,554.2582,"[5.306, 384.3476, 170.5045, 554.2582]",0.9103,afa5e8098,"(36800, 43780)"
afa5e8098_4025_13680.tiff,"(575, 684)",0,0.7974,414.5595,132.401,567.2581,"[0.7974, 414.5595, 132.401, 567.2581]",0.9544,afa5e8098,"(36800, 43780)"
afa5e8098_4025_15732.tiff,"(575, 684)",0,478.78,131.96,675.0,346.17,"[478.78, 131.96, 675.0, 346.17]",0.9851,afa5e8098,"(36800, 43780)"
afa5e8098_4025_15732.tiff,"(575, 684)",1,48.9,0.0,250.41,80.685,"[48.9, 0.0, 250.41, 80.685]",0.9457,afa5e8098,"(36800, 43780)"
afa5e8098_4025_15732.tiff,"(575, 684)",2,4.4297,177.66,189.87,416.03,"[4.4297, 177.66, 189.87, 416.03]",0.927,afa5e8098,"(36800, 43780)"
afa5e8098_4025_18468.tiff,"(575, 684)",0,0.12007,290.44,107.46,553.5,"[0.12007, 290.44, 107.46, 553.5]",0.9529,afa5e8098,"(36800, 43780)"
afa5e8098_4025_19152.tiff,"(575, 684)",0,376.8487,245.8175,569.554,420.3284,"[376.8487, 245.8175, 569.554, 420.3284]",0.9744,afa5e8098,"(36800, 43780)"
afa5e8098_4025_19836.tiff,"(575, 684)",0,421.6931,59.2588,611.4266,201.8776,"[421.6931, 59.2588, 611.4266, 201.8776]",0.9228,afa5e8098,"(36800, 43780)"
afa5e8098_4025_19836.tiff,"(575, 684)",1,3.5016,210.1004,266.5449,446.3155,"[3.5016, 210.1004, 266.5449, 446.3155]",0.9118,afa5e8098,"(36800, 43780)"
afa5e8098_4025_2052.tiff,"(575, 684)",0,3.1909,345.8221,95.3645,548.0624,"[3.1909, 345.8221, 95.3645, 548.0624]",0.9879,afa5e8098,"(36800, 43780)"
afa5e8098_4025_3420.tiff,"(575, 684)",0,431.0277,183.8825,599.6083,352.4089,"[431.0277, 183.8825, 599.6083, 352.4089]",0.9716,afa5e8098,"(36800, 43780)"
afa5e8098_4025_5472.tiff,"(575, 684)",0,40.8353,513.2526,212.9114,575.0,"[40.8353, 513.2526, 212.9114, 575.0]",0.9086,afa5e8098,"(36800, 43780)"
afa5e8098_4025_6156.tiff,"(575, 684)",0,6.5665,503.403,177.3502,574.8373,"[6.5665, 503.403, 177.3502, 574.8373]",0.948,afa5e8098,"(36800, 43780)"
afa5e8098_4025_8208.tiff,"(575, 684)",0,579.3531,244.5047,680.6168,438.7256,"[579.3531, 244.5047, 680.6168, 438.7256]",0.9836,afa5e8098,"(36800, 43780)"
afa5e8098_4025_8892.tiff,"(575, 684)",0,60.697,464.65,254.6,573.08,"[60.697, 464.65, 254.6, 573.08]",0.9764,afa5e8098,"(36800, 43780)"
afa5e8098_4600_10944.tiff,"(575, 684)",0,1.865,422.04,175.39,571.42,"[1.865, 422.04, 175.39, 571.42]",0.987,afa5e8098,"(36800, 43780)"
afa5e8098_4600_10944.tiff,"(575, 684)",1,505.75,93.372,679.81,214.18,"[505.75, 93.372, 679.81, 214.18]",0.9438,afa5e8098,"(36800, 43780)"
afa5e8098_4600_11628.tiff,"(575, 684)",0,55.5549,7.509,261.4804,187.1278,"[55.5549, 7.509, 261.4804, 187.1278]",0.9493,afa5e8098,"(36800, 43780)"
afa5e8098_4600_2736.tiff,"(575, 684)",0,351.8149,272.9404,559.0125,449.4124,"[351.8149, 272.9404, 559.0125, 449.4124]",0.9922,afa5e8098,"(36800, 43780)"
afa5e8098_4600_5472.tiff,"(575, 684)",0,252.71,226.8728,444.8171,465.5235,"[252.71, 226.8728, 444.8171, 465.5235]",0.9755,afa5e8098,"(36800, 43780)"
afa5e8098_4600_6156.tiff,"(575, 684)",0,93.283,467.57,277.82,572.85,"[93.283, 467.57, 277.82, 572.85]",0.9763,afa5e8098,"(36800, 43780)"
afa5e8098_4600_8208.tiff,"(575, 684)",0,354.3225,468.9352,550.9664,572.7314,"[354.3225, 468.9352, 550.9664, 572.7314]",0.9912,afa5e8098,"(36800, 43780)"
afa5e8098_5175_2736.tiff,"(575, 684)",0,490.5395,259.2662,681.0494,469.1707,"[490.5395, 259.2662, 681.0494, 469.1707]",0.9882,afa5e8098,"(36800, 43780)"
afa5e8098_5175_4788.tiff,"(575, 684)",0,268.5274,90.9425,426.458,263.1157,"[268.5274, 90.9425, 426.458, 263.1157]",0.9561,afa5e8098,"(36800, 43780)"
afa5e8098_5175_5472.tiff,"(575, 684)",0,294.68,131.42,516.1,287.84,"[294.68, 131.42, 516.1, 287.84]",0.993,afa5e8098,"(36800, 43780)"
afa5e8098_5175_6840.tiff,"(575, 684)",0,447.3477,147.1165,606.2498,319.6123,"[447.3477, 147.1165, 606.2498, 319.6123]",0.9862,afa5e8098,"(36800, 43780)"
afa5e8098_575_1368.tiff,"(575, 684)",0,258.019,440.7567,453.5261,574.3512,"[258.019, 440.7567, 453.5261, 574.3512]",0.9437,afa5e8098,"(36800, 43780)"
afa5e8098_575_15732.tiff,"(575, 684)",0,346.5684,262.3897,502.5502,448.0554,"[346.5684, 262.3897, 502.5502, 448.0554]",0.9512,afa5e8098,"(36800, 43780)"
afa5e8098_575_17100.tiff,"(575, 684)",0,177.2653,101.3759,361.4526,282.124,"[177.2653, 101.3759, 361.4526, 282.124]",0.951,afa5e8098,"(36800, 43780)"
afa5e8098_575_17100.tiff,"(575, 684)",1,440.7902,161.0127,575.0759,246.0519,"[440.7902, 161.0127, 575.0759, 246.0519]",0.9184,afa5e8098,"(36800, 43780)"
afa5e8098_575_17784.tiff,"(575, 684)",0,183.2064,376.0993,421.6792,573.2623,"[183.2064, 376.0993, 421.6792, 573.2623]",0.9635,afa5e8098,"(36800, 43780)"
afa5e8098_575_18468.tiff,"(575, 684)",0,373.49,306.84,599.02,500.24,"[373.49, 306.84, 599.02, 500.24]",0.965,afa5e8098,"(36800, 43780)"
